cp_id,content,source_standard,identifier,requirement_item,section_level1,section_level2,section_level3,section_level4,section_level5,applicability_level
39,"6.1.7.3 安全意识教育和培训
6.1.7.3.1 测评单元（L1-HRS1-03）
该测评单元包括以下要求：
a）测评指标：应对各类人员进行安全意识教育和岗位技能培训，并告知相关的安全责任和惩戒措施。b）测评对象：管理制度类文档。c）测评实施包括以下内容：1）应核查安全意识教育及岗位技能培训文档是否明确培训周期、培训方式、培训内容和考核方式等相关内容；2）应核查安全责任和惩戒措施管理文档或培训文档是否包含具体的安全责任和惩戒措施。d）单元判定：如果1)和2)均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,安全意识与培训,信息安全技术网络安全等级保护测评要求,6 第一级测评要求,6.1 安全测评通用要求,6.1.7 安全管理人员,6.1.7.3 安全意识教育和培训,第一级
40,"6.1.7.4 外部人员访问管理
6.1.7.4.1 测评单元（L1-HRS1-04）
该测评单元包括以下要求：
a）测评指标：应保证在外部人员访问受控区域前得到授权或审批。b）测评对象：管理制度类文档和记录表单类文档。c）测评实施包括以下内容：1）应核查外部人员访问管理文档是否明确允许外部人员访问的范围（区域、系统、设备、信息等内容），外部人员进入的条件（对哪些重要区域的访问须提出书面申请批准后方可进入），外部人员进入的访问控制措施（由专人全程陪同或监督等）等；2）应核查外部人员访问重要区域的书面申请文档是否具有批准人允许访问的批准签字等。d）单元判定：如果1)和2)均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,访问控制,信息安全技术网络安全等级保护测评要求,6 第一级测评要求,6.1 安全测评通用要求,6.1.7 安全管理人员,6.1.7.4 外部人员访问管理,第一级
41,"6.1.8.1 定级和备案
6.1.8.1.1 测评单元（L1-CMS1-01）
该测评单元包括以下要求：
a）测评指标：应以书面的形式说明保护对象的安全保护等级及确定等级的方法和理由。b）测评对象：记录表单类文档。c）测评实施：应核查定级文档是否明确保护对象的安全保护等级，是否说明定级的方法和理由。d）单元判定：如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,等级保护实施,信息安全技术网络安全等级保护测评要求,6 第一级测评要求,6.1 安全测评通用要求,6.1.8 安全建设管理,6.1.8.1 定级和备案,第一级
42,"6.1.8.2 安全方案设计
6.1.8.2.1 测评单元（L1-CMS1-02）
该测评单元包括以下要求：
a）测评指标：应根据安全保护等级选择基本安全措施，依据风险分析的结果补充和调整安全措施。b）测评对象：安全规划设计类文档。c）测评实施：应核查安全设计文档是否根据安全保护等级选择安全措施，是否根据安全需求调整安全措施。d）单元判定：如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,安全管理制度,信息安全技术网络安全等级保护测评要求,6 第一级测评要求,6.1 安全测评通用要求,6.1.8 安全建设管理,6.1.8.2 安全方案设计,第一级
43,"6.1.8.3 产品采购和使用
6.1.8.3.1 测评单元（L1-CMS1-03）
该测评单元包括以下要求：
a）测评指标：应确保网络安全产品采购和使用符合国家的有关规定。b）测评对象：记录表单类文档。c）测评实施：应核查有关网络安全产品是否符合国家的有关规定，如网络安全产品获得了销售许可等。d）单元判定：如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,外包与供应商管理,信息安全技术网络安全等级保护测评要求,6 第一级测评要求,6.1 安全测评通用要求,6.1.8 安全建设管理,6.1.8.3 产品采购和使用,第一级
44,"6.1.8.4 工程实施
6.1.8.4.1 测评单元（L1-CMS1-04）
该测评单元包括以下要求：
a）测评指标：应指定或授权专门的部门或人员负责工程实施过程的管理。b）测评对象：记录表单类文档。c）测评实施：应核查是否指定专门部门或人员对工程实施进行进度和质量控制。d）单元判定：如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,工程与交付管理,信息安全技术网络安全等级保护测评要求,6 第一级测评要求,6.1 安全测评通用要求,6.1.8 安全建设管理,6.1.8.4 工程实施,第一级
45,"6.1.8.5 测试验收
6.1.8.5.1 测评单元（L1-CMS1-05）
该测评单元包括以下要求：
a）测评指标：应进行安全性测试验收。b）测评对象：建设负责人。c）测评实施：应访谈建设负责人是否进行了安全性测试验收。d）单元判定：如果以上测评内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,工程与交付管理,信息安全技术网络安全等级保护测评要求,6 第一级测评要求,6.1 安全测评通用要求,6.1.8 安全建设管理,6.1.8.5 测试验收,第一级
46,"6.1.8.6 系统交付
6.1.8.6.1 测评单元（L1-CMS1-06）
该测评单元包括以下要求：
a）测评指标：应制定交付清单，并根据交付清单对所交接的设备、软件和文档等进行清点。b）测评对象：记录表单类文档。c）测评实施：应核查是否制定交付清单并说明交付的各类设备、软件、文档等。d）单元判定：如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。
6.1.8.6.2 测评单元（L1-CMS1-07）
该测评单元包括以下要求：
a）测评指标：应对负责运行维护的技术人员进行相应的技能培训。b）测评对象：记录表单类文档。c）测评实施：应核查交付技术培训记录是否包括培训内容、培训时间和参与人员等。d）单元判定：如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,工程与交付管理,信息安全技术网络安全等级保护测评要求,6 第一级测评要求,6.1 安全测评通用要求,6.1.8 安全建设管理,6.1.8.6 系统交付,第一级
47,"6.1.8.7 服务供应商管理
6.1.8.7.1 测评单元（L1-CMS1-08）
该测评单元包括以下要求：
a）测评指标：应确保服务供应商的选择符合国家的有关规定。b）测评对象：建设负责人。c）测评实施：应访谈建设负责人选择的安全服务商是否符合国家有关规定。d）单元判定：如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。
6.1.8.7.2 测评单元（L1-CMS1-09）
该测评单元包括以下要求：
a）测评指标：应与选定的服务供应商签订与安全相关的协议，明确约定相关责任。b）测评对象：记录表单类文档。c）测评实施：应核查是否具有与服务供应商签订的服务合同或安全责任书，是否明确了相关责任。d）单元判定：如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。",信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,外包与供应商管理,信息安全技术网络安全等级保护测评要求,6 第一级测评要求,6.1 安全测评通用要求,6.1.8 安全建设管理,6.1.8.7 服务供应商管理,第一级
48,"6.1.9.1 环境管理
6.1.9.1.1 测评单元（L1-MMS1-01）
该测评单元包括以下要求：
a）测评指标：应指定专门的部门或人员负责机房安全，对机房出入进行管理，定期对机房供配电、空调、温湿度控制、消防等设施进行维护管理。b）测评对象：物理安全负责人和记录表单类文档。c）测评实施包括以下内容：1）应访谈物理安全负责人是否指定部门和人员负责机房安全管理工作，对机房的出入进行管理、对基础设施（如空调、供配电设备、灭火设备等）进行定期维护；2）应核查部门或人员岗位职责文档是否明确机房安全的责任部门及人员。d）单元判定：如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。
6.1.9.1.2 测评单元（L1-MMS1-02）
该测评单元包括以下要求：
a）测评指标：应对机房的安全管理做出规定，包括物理访问、物品进出和环境安全等方面。b）测评对象：管理制度类文档和记录表单类文档。c）测评实施包括以下内容：1）应核查机房安全管理制度是否覆盖物理访问、物品进出和环境安全等方面内容；2）应核查物理访问、物品进出和环境安全等的相关记录是否与制度相符。d）单元判定：如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。",信息安全技术网络安全等级保护测评要求,GB/T 28448-2019,安全运维管理,信息安全技术网络安全等级保护测评要求,6 第一级测评要求,6.1 安全测评通用要求,6.1.9 安全运维管理,6.1.9.1 环境管理,第一级
